DRO PID, Title, Publication Type, Authors, ISSN, Parent Publication,Fields Of Research, Publication Year, Scopus Citation Count, Web of Science Citation Count, Journal Impact Factor, SJR, Abstract Views, File Downloads, URL, Open Access
DU:30062675,Comparative analysis of classic brain component sizes in relation to flightiness in birds,Journal Article,"Symonds, Matthew R.E.;Weston, Michael A.;Robinson, Randall W.;Guay, Patrick-Jean",1932-6203,PLoS one,"060201 Behavioural Ecology,060309 Phylogeny and Comparative Analysis,060809 Vertebrate Biology",2014,12,10,2.806,1.201,329,55,http://dro.deakin.edu.au/view/DU:30062675,TRUE
DU:30039065,The mode of pheromone evolution: evidence from bark beetles,Journal Article,"Symonds, Matthew R. E.;Elgar, Mark A.",0962-8452,Royal Society of London. Proceedings B. Biological Sciences,"060201 Behavioural Ecology,060309 Phylogeny and Comparative Analysis,060808 Invertebrate Biology",2004,80,75,4.94,2.541,300,1,http://dro.deakin.edu.au/view/DU:30039065,FALSE
DU:30104762,"Anticipatory flexibility: larval population density in moths determines male investment in antennae, wings and testes",Journal Article,"Johnson, Tamara L.;Symonds, Matthew R. E.;Elgar, Mark A.",1471-2954,Proceedings of the Royal Society B: biological sciences,"06 Biological Sciences,11 Medical And Health Sciences,07 Agricultural And Veterinary Sciences",2017,3,2,4.94,2.541,106,0,http://dro.deakin.edu.au/view/DU:30104762,FALSE
DU:30039065,The mode of pheromone evolution: evidence from bark beetles,Journal Article,"Symonds, Matthew R. E.;Elgar, Mark A.",1471-2954,Royal Society of London. Proceedings B. Biological Sciences,"060201 Behavioural Ecology,060309 Phylogeny and Comparative Analysis,060808 Invertebrate Biology",2004,80,75,4.94,2.541,300,1,http://dro.deakin.edu.au/view/DU:30039065,FALSE
DU:30072077,Leaders benefit followers in the collective movement of a social sawfly,Journal Article,"Hodgkin, L. K.;Symonds, M. R.;Elgar, M. A.",1471-2954,Proceedings of the royal society B,060304 Ethology and Sociobiology,2014,11,10,4.94,2.541,266,2,http://dro.deakin.edu.au/view/DU:30072077,FALSE
DU:30103461,Book review: Statistical Methods in Biology: Design and Analysis of Experiments and Regression,Journal Article,"Symonds, Matthew",0033-5770,Quarterly Review of Biology,"06 Biological Sciences,06 Biological Sciences",2017,,,4.25,2.392,11,3,http://dro.deakin.edu.au/view/DU:30103461,FALSE
DU:30039060,The effects of topological inaccuracy in evolutionary trees on the phylogenetic comparative method of independent contrasts,Journal Article,"Symonds, Matthew R. E.",1063-5157,Systematic biology,"060309 Phylogeny and Comparative Analysis,060309 Phylogeny and Comparative Analysis",2002,46,44,8.917,6.009,271,1,http://dro.deakin.edu.au/view/DU:30039060,FALSE
DU:30039061,Nature and Science know best,Journal Article,"Symonds, Matthew R. E.",0169-5347,Trends in ecology and evolution,060299 Ecology not elsewhere classified,2004,4,4,15.268,8.96,59,1,http://dro.deakin.edu.au/view/DU:30039061,FALSE
DU:30039067,The evolution of pheromone diversity,Journal Article,"Symonds, Matthew R. E.;Elgar, Mark A.",0169-5347,Trends in ecology and evolution,060201 Behavioural Ecology,2008,196,180,15.268,8.96,316,2,http://dro.deakin.edu.au/view/DU:30039067,FALSE
DU:30039061,Nature and Science know best,Journal Article,"Symonds, Matthew R. E.",1872-8383,Trends in ecology and evolution,060299 Ecology not elsewhere classified,2004,4,4,15.268,8.96,59,1,http://dro.deakin.edu.au/view/DU:30039061,FALSE
DU:30039067,The evolution of pheromone diversity,Journal Article,"Symonds, Matthew R. E.;Elgar, Mark A.",1872-8383,Trends in ecology and evolution,060201 Behavioural Ecology,2008,196,180,15.268,8.96,316,2,http://dro.deakin.edu.au/view/DU:30039067,FALSE
DU:30094272,Measurement techniques for curved shorebird bills: a comparison of low-tech and high-tech methods,Journal Article,"Ryeland, Julia;Symonds, Matthew R. E.;Weston, Michael A.",0260-3799,Wader study,"050211 Wildlife and Habitat Management,0608 Zoology",2017,0,,,0.173,153,1,http://dro.deakin.edu.au/view/DU:30094272,FALSE
DU:30082128,The evolution of aggregation pheromone diversity in bark beetles,Book Chapter,"Symonds, M.R.E.;Gitau-Clarke, C.W.",,Advances in insect physiology: pine bark beetles,"060309 Phylogeny and Comparative Analysis,060808 Invertebrate Biology,0608 Zoology",2016,3,5,,,206,3,http://dro.deakin.edu.au/view/DU:30082128,FALSE
DU:30086233,Time since urbanization but not encephalisation is associated with increased tolerance of human proximity in birds,Journal Article,"Symonds, Matthew R.E.;Weston, Michael A.;Van Dongen, Wouter F.D.;Lill, Alan;Robinson, Randall W.;Guay, Patrick-Jean",,Frontiers in ecology and evolution,050202 Conservation and Biodiversity,2016,,3,,,213,41,http://dro.deakin.edu.au/view/DU:30086233,TRUE
DU:30090814,Spatial variation in avian bill size is associated with humidity in summer among Australian passerines,Journal Article,"Gardner, Janet L.;Symonds, Matthew R.E.;Joseph, Leo;Ikin, Karen;Stein, John;Kruuk, Loeske E.B.",,Climate change responses,"060303 Biological Adaptation,060303 Biological Adaptation",2016,,,,,156,42,http://dro.deakin.edu.au/view/DU:30090814,TRUE
DU:30103459,Bracing their bills,Journal Article,"Ryeland, J;Symonds, Matthew",,Biosphere,,2017,,,,,15,3,http://dro.deakin.edu.au/view/DU:30103459,FALSE
DU:30105842,The role of life-history and ecology in the evolution of color patterns in Australian chrysomeline beetles,Journal Article,"Tan, Eunice J;Reid, Chris AM;Symonds, Matthew RE;Jurado-Rivera, José A;Elgar, Mark A",,Frontiers in ecology and evolution,,2017,0,0,,,116,59,http://dro.deakin.edu.au/view/DU:30105842,TRUE
DU:30039057,Fair assessment for women scientists,Journal Article,"Symonds, Matthew",,Australian R&D review,"160511 Research, Science and Technology Policy",2007,,,,,54,0,http://dro.deakin.edu.au/view/DU:30039057,FALSE
DU:30051803,Field surveys of the invasive bark beetle Ips grandicollis at Wirrabara State Forest 2006-2007,Book,"Symonds, Matthew",,,"060207 Population Ecology,060808 Invertebrate Biology",2007,,,,,55,0,http://dro.deakin.edu.au/view/DU:30051803,FALSE
DU:30071705,A primer on phylogenetic generalised least squares,Book Chapter,"Symonds,MRE;Blomberg,SP",,Modern phylogenetic comparative methods and their application in evolutionary biology : concepts and practice,060309 Phylogeny and Comparative Analysis,2014,105,,,,366,6,http://dro.deakin.edu.au/view/DU:30071705,FALSE
