DRO PID,article_title,Publication Type,Authors,Parent Publication,Fields Of Research,Publication Year,Scopus Citation Count,Web of Science Citation Count,Journal Impact Factor,SJR.x,Abstract Views,File Downloads,URL,Open Access,ISSN,Rank,Sourceid,journal_title,Type,SJR.y,SJR Best Quartile,H index,Total Docs. (2017),Total Docs. (3years),Total Refs.,Total Cites (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Country,Publisher,Categories,Quartiles
DU:30076228,Incorporating carbon footprints into seafood sustainability certification and eco-labels,Journal Article,"Madin, Elizabeth M.P.;Macreadie, Peter I.",Marine policy,"050205 Environmental Management,0502 Environmental Science And Management,1606 Political Science,1801 Law,050205 Environmental Management,0502 Environmental Science And Management,1606 Political Science,1801 Law",2015,12,10,2.235,1.335,189,16,http://dro.deakin.edu.au/view/DU:30076228,TRUE,0308597X,3802,27851,Marine Policy,journal,1109,Q1,73,373,955,18209,2349,928,"2,34","48,82",United Kingdom,Elsevier Ltd.,Environmental Science (miscellaneous) ,1
DU:30076228,Incorporating carbon footprints into seafood sustainability certification and eco-labels,Journal Article,"Madin, Elizabeth M.P.;Macreadie, Peter I.",Marine policy,"050205 Environmental Management,0502 Environmental Science And Management,1606 Political Science,1801 Law,050205 Environmental Management,0502 Environmental Science And Management,1606 Political Science,1801 Law",2015,12,10,2.235,1.335,189,16,http://dro.deakin.edu.au/view/DU:30076228,TRUE,0308597X,3802,27851,Marine Policy,journal,1109,Q1,73,373,955,18209,2349,928,"2,34","48,82",United Kingdom,Elsevier Ltd.,Law ,1
DU:30076228,Incorporating carbon footprints into seafood sustainability certification and eco-labels,Journal Article,"Madin, Elizabeth M.P.;Macreadie, Peter I.",Marine policy,"050205 Environmental Management,0502 Environmental Science And Management,1606 Political Science,1801 Law,050205 Environmental Management,0502 Environmental Science And Management,1606 Political Science,1801 Law",2015,12,10,2.235,1.335,189,16,http://dro.deakin.edu.au/view/DU:30076228,TRUE,0308597X,3802,27851,Marine Policy,journal,1109,Q1,73,373,955,18209,2349,928,"2,34","48,82",United Kingdom,Elsevier Ltd.,"Management, Monitoring, Policy and Law ",1
DU:30076229,Using otolith microchemistry and shape to assess the habitat value of oil structures for reef fish,Journal Article,"Fowler, Ashley M.;Macreadie, Peter I.;Bishop, David P.;Booth, David J.",Marine environmental research,"050205 Environmental Management,03 Chemical Sciences,05 Environmental Sciences,06 Biological Sciences",2015,7,4,3.101,1.092,180,4,http://dro.deakin.edu.au/view/DU:30076229,FALSE,"01411136, 01411136, 01411136, 18790291, 18790291, 18790291",4052,24021,Marine Environmental Research,journal,1057,Q1,77,193,426,13143,1455,419,"3,13","68,10",Netherlands,Elsevier BV,Aquatic Science ,1
DU:30076229,Using otolith microchemistry and shape to assess the habitat value of oil structures for reef fish,Journal Article,"Fowler, Ashley M.;Macreadie, Peter I.;Bishop, David P.;Booth, David J.",Marine environmental research,"050205 Environmental Management,03 Chemical Sciences,05 Environmental Sciences,06 Biological Sciences",2015,7,4,3.101,1.092,180,4,http://dro.deakin.edu.au/view/DU:30076229,FALSE,"01411136, 01411136, 01411136, 18790291, 18790291, 18790291",4052,24021,Marine Environmental Research,journal,1057,Q1,77,193,426,13143,1455,419,"3,13","68,10",Netherlands,Elsevier BV,Medicine (miscellaneous) ,1
DU:30076229,Using otolith microchemistry and shape to assess the habitat value of oil structures for reef fish,Journal Article,"Fowler, Ashley M.;Macreadie, Peter I.;Bishop, David P.;Booth, David J.",Marine environmental research,"050205 Environmental Management,03 Chemical Sciences,05 Environmental Sciences,06 Biological Sciences",2015,7,4,3.101,1.092,180,4,http://dro.deakin.edu.au/view/DU:30076229,FALSE,"01411136, 01411136, 01411136, 18790291, 18790291, 18790291",4052,24021,Marine Environmental Research,journal,1057,Q1,77,193,426,13143,1455,419,"3,13","68,10",Netherlands,Elsevier BV,Oceanography ,1
DU:30076229,Using otolith microchemistry and shape to assess the habitat value of oil structures for reef fish,Journal Article,"Fowler, Ashley M.;Macreadie, Peter I.;Bishop, David P.;Booth, David J.",Marine environmental research,"050205 Environmental Management,03 Chemical Sciences,05 Environmental Sciences,06 Biological Sciences",2015,7,4,3.101,1.092,180,4,http://dro.deakin.edu.au/view/DU:30076229,FALSE,"01411136, 01411136, 01411136, 18790291, 18790291, 18790291",4052,24021,Marine Environmental Research,journal,1057,Q1,77,193,426,13143,1455,419,"3,13","68,10",Netherlands,Elsevier BV,Pollution ,1
DU:30076230,Holocene record of Tuggerah Lake estuary development on the Australian east coast: sedimentary responses to sea-level fluctuations and climate variability,Journal Article,"Macreadie, Peter I.;Rolph, Timothy C.;Schröder-Adams, Claudia;Boyd, Ron;Skilbeck, Charles G.",GeoResJ,060205 Marine and Estuarine Ecology (incl Marine Ichthyology),2015,3,NA,NA,0.615,195,13,http://dro.deakin.edu.au/view/DU:30076230,TRUE,22142428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DU:30076231,Should we 'reef' obsolete oil platforms?,Journal Article,"Fowler, Ashley M.;Macreadie, Peter I.;Booth, David J.",Proceedings of the National Academy of Sciences of the United States of America,050205 Environmental Management,2015,14,NA,9.661,6.321,14,1,http://dro.deakin.edu.au/view/DU:30076231,FALSE,10916490,216,21121,Proceedings of the National Academy of Sciences of the United States of America,journal,6092,Q1,675,3897,12005,178560,102496,10279,"9,37","45,82",United States,National Academy of Sciences,Multidisciplinary ,1
DU:30076232,Renewables-to-reefs: participatory multicriteria decision analysis is required to optimize wind farm decommissioning,Journal Article,"Fowler, Ashley M.;Macreadie, Peter I.;Booth, David J.",Marine pollution bulletin,050205 Environmental Management,2015,1,NA,3.146,1.302,182,2,http://dro.deakin.edu.au/view/DU:30076232,FALSE,"0025326X, 18793363, 18793363, 18793363, 18793363",3592,24024,Marine Pollution Bulletin,journal,1147,Q1,136,906,2154,43607,7238,2028,"3,30","48,13",United Kingdom,Elsevier Ltd.,Aquatic Science ,1
DU:30076232,Renewables-to-reefs: participatory multicriteria decision analysis is required to optimize wind farm decommissioning,Journal Article,"Fowler, Ashley M.;Macreadie, Peter I.;Booth, David J.",Marine pollution bulletin,050205 Environmental Management,2015,1,NA,3.146,1.302,182,2,http://dro.deakin.edu.au/view/DU:30076232,FALSE,"0025326X, 18793363, 18793363, 18793363, 18793363",3592,24024,Marine Pollution Bulletin,journal,1147,Q1,136,906,2154,43607,7238,2028,"3,30","48,13",United Kingdom,Elsevier Ltd.,Oceanography ,1
DU:30076232,Renewables-to-reefs: participatory multicriteria decision analysis is required to optimize wind farm decommissioning,Journal Article,"Fowler, Ashley M.;Macreadie, Peter I.;Booth, David J.",Marine pollution bulletin,050205 Environmental Management,2015,1,NA,3.146,1.302,182,2,http://dro.deakin.edu.au/view/DU:30076232,FALSE,"0025326X, 18793363, 18793363, 18793363, 18793363",3592,24024,Marine Pollution Bulletin,journal,1147,Q1,136,906,2154,43607,7238,2028,"3,30","48,13",United Kingdom,Elsevier Ltd.,Pollution ,1
DU:30076233,Physiological and morphological responses of the temperate seagrass Zostera muelleri to multiple stressors: investigating the interactive effects of light and temperature,Journal Article,"York, Paul H.;Gruber, Renee K.;Hill, Ross;Ralph, Peter J.;Booth, David J.;Macreadie, Peter I.",PLoS one,"060701 Phycology (incl Marine Grasses),050102 Ecosystem Function",2013,33,28,2.806,1.201,172,16,http://dro.deakin.edu.au/view/DU:30076233,TRUE,"19326203, 19326203, 19326203, 19326203",3504,10600153309,PLoS ONE,journal,1164,Q1,241,21139,84900,966837,253405,80196,"2,86","45,74",United States,Public Library of Science,Agricultural and Biological Sciences (miscellaneous) ,1
DU:30076233,Physiological and morphological responses of the temperate seagrass Zostera muelleri to multiple stressors: investigating the interactive effects of light and temperature,Journal Article,"York, Paul H.;Gruber, Renee K.;Hill, Ross;Ralph, Peter J.;Booth, David J.;Macreadie, Peter I.",PLoS one,"060701 Phycology (incl Marine Grasses),050102 Ecosystem Function",2013,33,28,2.806,1.201,172,16,http://dro.deakin.edu.au/view/DU:30076233,TRUE,"19326203, 19326203, 19326203, 19326203",3504,10600153309,PLoS ONE,journal,1164,Q1,241,21139,84900,966837,253405,80196,"2,86","45,74",United States,Public Library of Science,"Biochemistry, Genetics and Molecular Biology (miscellaneous) ",1
DU:30076233,Physiological and morphological responses of the temperate seagrass Zostera muelleri to multiple stressors: investigating the interactive effects of light and temperature,Journal Article,"York, Paul H.;Gruber, Renee K.;Hill, Ross;Ralph, Peter J.;Booth, David J.;Macreadie, Peter I.",PLoS one,"060701 Phycology (incl Marine Grasses),050102 Ecosystem Function",2013,33,28,2.806,1.201,172,16,http://dro.deakin.edu.au/view/DU:30076233,TRUE,"19326203, 19326203, 19326203, 19326203",3504,10600153309,PLoS ONE,journal,1164,Q1,241,21139,84900,966837,253405,80196,"2,86","45,74",United States,Public Library of Science,Medicine (miscellaneous) ,1
DU:30076234,Loss of 'blue carbon' from coastal salt marshes following habitat disturbance,Journal Article,"Macreadie, Peter I.;Hughes, A. Randall;Kimbro, David L.",PLoS one,"060701 Phycology (incl Marine Grasses),050102 Ecosystem Function,060205 Marine and Estuarine Ecology (incl Marine Ichthyology)",2013,37,30,2.806,1.201,169,11,http://dro.deakin.edu.au/view/DU:30076234,TRUE,"19326203, 19326203, 19326203, 19326203",3504,10600153309,PLoS ONE,journal,1164,Q1,241,21139,84900,966837,253405,80196,"2,86","45,74",United States,Public Library of Science,Agricultural and Biological Sciences (miscellaneous) ,1
DU:30076234,Loss of 'blue carbon' from coastal salt marshes following habitat disturbance,Journal Article,"Macreadie, Peter I.;Hughes, A. Randall;Kimbro, David L.",PLoS one,"060701 Phycology (incl Marine Grasses),050102 Ecosystem Function,060205 Marine and Estuarine Ecology (incl Marine Ichthyology)",2013,37,30,2.806,1.201,169,11,http://dro.deakin.edu.au/view/DU:30076234,TRUE,"19326203, 19326203, 19326203, 19326203",3504,10600153309,PLoS ONE,journal,1164,Q1,241,21139,84900,966837,253405,80196,"2,86","45,74",United States,Public Library of Science,"Biochemistry, Genetics and Molecular Biology (miscellaneous) ",1
DU:30076234,Loss of 'blue carbon' from coastal salt marshes following habitat disturbance,Journal Article,"Macreadie, Peter I.;Hughes, A. Randall;Kimbro, David L.",PLoS one,"060701 Phycology (incl Marine Grasses),050102 Ecosystem Function,060205 Marine and Estuarine Ecology (incl Marine Ichthyology)",2013,37,30,2.806,1.201,169,11,http://dro.deakin.edu.au/view/DU:30076234,TRUE,"19326203, 19326203, 19326203, 19326203",3504,10600153309,PLoS ONE,journal,1164,Q1,241,21139,84900,966837,253405,80196,"2,86","45,74",United States,Public Library of Science,Medicine (miscellaneous) ,1
DU:30076235,Restricting prey dispersal can overestimate the importance of predation in trophic cascades,Journal Article,"Geraldi, Nathan R.;Macreadie, Peter I.",PLoS one,"060202 Community Ecology (excl Invasive Species Ecology),060801 Animal Behaviour",2013,7,9,2.806,1.201,171,9,http://dro.deakin.edu.au/view/DU:30076235,TRUE,"19326203, 19326203, 19326203, 19326203",3504,10600153309,PLoS ONE,journal,1164,Q1,241,21139,84900,966837,253405,80196,"2,86","45,74",United States,Public Library of Science,Agricultural and Biological Sciences (miscellaneous) ,1
DU:30076235,Restricting prey dispersal can overestimate the importance of predation in trophic cascades,Journal Article,"Geraldi, Nathan R.;Macreadie, Peter I.",PLoS one,"060202 Community Ecology (excl Invasive Species Ecology),060801 Animal Behaviour",2013,7,9,2.806,1.201,171,9,http://dro.deakin.edu.au/view/DU:30076235,TRUE,"19326203, 19326203, 19326203, 19326203",3504,10600153309,PLoS ONE,journal,1164,Q1,241,21139,84900,966837,253405,80196,"2,86","45,74",United States,Public Library of Science,"Biochemistry, Genetics and Molecular Biology (miscellaneous) ",1
DU:30076235,Restricting prey dispersal can overestimate the importance of predation in trophic cascades,Journal Article,"Geraldi, Nathan R.;Macreadie, Peter I.",PLoS one,"060202 Community Ecology (excl Invasive Species Ecology),060801 Animal Behaviour",2013,7,9,2.806,1.201,171,9,http://dro.deakin.edu.au/view/DU:30076235,TRUE,"19326203, 19326203, 19326203, 19326203",3504,10600153309,PLoS ONE,journal,1164,Q1,241,21139,84900,966837,253405,80196,"2,86","45,74",United States,Public Library of Science,Medicine (miscellaneous) ,1
DU:30076236,Preference for feeding at habitat edges declines among juvenile blue crabs as oyster reef patchiness increases and predation risk grows,Journal Article,"Macreadie, Peter I.;Geraldi, Nathan R.;Peterson, Charles H.",Marine ecology progress series,"060205 Marine and Estuarine Ecology (incl Marine Ichthyology),060801 Animal Behaviour",2012,10,8,2.292,1.279,250,2,http://dro.deakin.edu.au/view/DU:30076236,FALSE,"01718630, 01718630, 01718630, 01718630, 01718630",2973,12169,Marine Ecology - Progress Series,journal,1289,Q1,161,415,1415,28996,3555,1399,"2,37","69,87",Germany,Inter-Research Science Publishing,Aquatic Science ,1
DU:30076236,Preference for feeding at habitat edges declines among juvenile blue crabs as oyster reef patchiness increases and predation risk grows,Journal Article,"Macreadie, Peter I.;Geraldi, Nathan R.;Peterson, Charles H.",Marine ecology progress series,"060205 Marine and Estuarine Ecology (incl Marine Ichthyology),060801 Animal Behaviour",2012,10,8,2.292,1.279,250,2,http://dro.deakin.edu.au/view/DU:30076236,FALSE,"01718630, 01718630, 01718630, 01718630, 01718630",2973,12169,Marine Ecology - Progress Series,journal,1289,Q1,161,415,1415,28996,3555,1399,"2,37","69,87",Germany,Inter-Research Science Publishing,Ecology ,1
DU:30076236,Preference for feeding at habitat edges declines among juvenile blue crabs as oyster reef patchiness increases and predation risk grows,Journal Article,"Macreadie, Peter I.;Geraldi, Nathan R.;Peterson, Charles H.",Marine ecology progress series,"060205 Marine and Estuarine Ecology (incl Marine Ichthyology),060801 Animal Behaviour",2012,10,8,2.292,1.279,250,2,http://dro.deakin.edu.au/view/DU:30076236,FALSE,"01718630, 01718630, 01718630, 01718630, 01718630",2973,12169,Marine Ecology - Progress Series,journal,1289,Q1,161,415,1415,28996,3555,1399,"2,37","69,87",Germany,Inter-Research Science Publishing,"Ecology, Evolution, Behavior and Systematics ",1
DU:30076237,Rigs-to-reefs policy: can science trump public sentiment?,Journal Article,"Macreadie, Peter I.;Fowler, Ashley M.;Booth, David J.",Frontiers in ecology and the environment,060205 Marine and Estuarine Ecology (incl Marine Ichthyology),2012,12,9,8.039,4.779,14,1,http://dro.deakin.edu.au/view/DU:30076237,FALSE,"15409295, 15409295, 15409295, 15409295, 15409295, 15409309, 15409309, 15409309, 15409309, 15409295, 15409295, 15409295, 15409295, 15409295, 15409309, 15409309, 15409309, 15409309",324,144675,Frontiers in Ecology and the Environment,journal,4677,Q1,127,99,433,2404,1748,185,"8,23","24,28",United States,Wiley-Blackwell,Ecology ,1
DU:30076237,Rigs-to-reefs policy: can science trump public sentiment?,Journal Article,"Macreadie, Peter I.;Fowler, Ashley M.;Booth, David J.",Frontiers in ecology and the environment,060205 Marine and Estuarine Ecology (incl Marine Ichthyology),2012,12,9,8.039,4.779,14,1,http://dro.deakin.edu.au/view/DU:30076237,FALSE,"15409295, 15409295, 15409295, 15409295, 15409295, 15409309, 15409309, 15409309, 15409309, 15409295, 15409295, 15409295, 15409295, 15409295, 15409309, 15409309, 15409309, 15409309",324,144675,Frontiers in Ecology and the Environment,journal,4677,Q1,127,99,433,2404,1748,185,"8,23","24,28",United States,Wiley-Blackwell,"Ecology, Evolution, Behavior and Systematics ",1
DU:30076238,Resource distribution influences positive edge effects in a seagrass fish,Journal Article,"Macreadie, Peter I.;Hindell, Jeremy S.;Keough, Michael J.;Jenkins, Gregory P.;Connolly, Rod M.",Ecology,"050102 Ecosystem Function,060202 Community Ecology (excl Invasive Species Ecology),060201 Behavioural Ecology",2010,37,33,4.809,3.255,175,1,http://dro.deakin.edu.au/view/DU:30076238,FALSE,"00129658, 00129658",660,20308,Ecology,journal,2998,Q1,253,330,1002,15650,4996,965,"4,60","47,42",United States,Wiley-Blackwell,"Ecology, Evolution, Behavior and Systematics ",1
DU:30076239,"An osmotic induction method for externally marking saltwater fishes, Stigmatopora argus and Stigmatopora nigra, with calcein",Journal Article,"Smith, J.E.;Macreadie, P.I.;Swearer, S.E.",Journal of fish biology,070402 Aquatic Ecosystem Studies and Stock Assessment,2010,5,3,1.519,0.741,170,1,http://dro.deakin.edu.au/view/DU:30076239,FALSE,"00221112, 10958649, 10958649, 10958649, 00221112, 10958649, 10958649, 10958649",5665,22560,Journal of Fish Biology,journal,822,Q2,97,293,842,13184,1426,825,"1,72","45,00",United Kingdom,Blackwell Publishing Inc.,Aquatic Science ,2
DU:30076239,"An osmotic induction method for externally marking saltwater fishes, Stigmatopora argus and Stigmatopora nigra, with calcein",Journal Article,"Smith, J.E.;Macreadie, P.I.;Swearer, S.E.",Journal of fish biology,070402 Aquatic Ecosystem Studies and Stock Assessment,2010,5,3,1.519,0.741,170,1,http://dro.deakin.edu.au/view/DU:30076239,FALSE,"00221112, 10958649, 10958649, 10958649, 00221112, 10958649, 10958649, 10958649",5665,22560,Journal of Fish Biology,journal,822,Q2,97,293,842,13184,1426,825,"1,72","45,00",United Kingdom,Blackwell Publishing Inc.,"Ecology, Evolution, Behavior and Systematics ",2
DU:30076240,Fish responses to experimental fragmentation of seagrass habitat,Journal Article,"Macreadie, Peter I.;Hindell, Jeremy S.;Jenkins, Gregory P.;Connolly, Rod M.;Keough, Michael J.",Conservation biology,"050102 Ecosystem Function,060205 Marine and Estuarine Ecology (incl Marine Ichthyology),060701 Phycology (incl Marine Grasses),050102 Ecosystem Function,060205 Marine and Estuarine Ecology (incl Marine Ichthyology),060701 Phycology (incl Marine Grasses)",2009,49,42,4.842,2.681,208,1,http://dro.deakin.edu.au/view/DU:30076240,FALSE,15231739,623,17822,Conservation Biology,journal,3081,Q1,194,166,547,7444,2748,477,"5,83","44,84",United Kingdom,Blackwell Publishing Inc.,Ecology ,1
DU:30076240,Fish responses to experimental fragmentation of seagrass habitat,Journal Article,"Macreadie, Peter I.;Hindell, Jeremy S.;Jenkins, Gregory P.;Connolly, Rod M.;Keough, Michael J.",Conservation biology,"050102 Ecosystem Function,060205 Marine and Estuarine Ecology (incl Marine Ichthyology),060701 Phycology (incl Marine Grasses),050102 Ecosystem Function,060205 Marine and Estuarine Ecology (incl Marine Ichthyology),060701 Phycology (incl Marine Grasses)",2009,49,42,4.842,2.681,208,1,http://dro.deakin.edu.au/view/DU:30076240,FALSE,15231739,623,17822,Conservation Biology,journal,3081,Q1,194,166,547,7444,2748,477,"5,83","44,84",United Kingdom,Blackwell Publishing Inc.,"Ecology, Evolution, Behavior and Systematics ",1
DU:30076240,Fish responses to experimental fragmentation of seagrass habitat,Journal Article,"Macreadie, Peter I.;Hindell, Jeremy S.;Jenkins, Gregory P.;Connolly, Rod M.;Keough, Michael J.",Conservation biology,"050102 Ecosystem Function,060205 Marine and Estuarine Ecology (incl Marine Ichthyology),060701 Phycology (incl Marine Grasses),050102 Ecosystem Function,060205 Marine and Estuarine Ecology (incl Marine Ichthyology),060701 Phycology (incl Marine Grasses)",2009,49,42,4.842,2.681,208,1,http://dro.deakin.edu.au/view/DU:30076240,FALSE,15231739,623,17822,Conservation Biology,journal,3081,Q1,194,166,547,7444,2748,477,"5,83","44,84",United Kingdom,Blackwell Publishing Inc.,Medicine (miscellaneous) ,1
DU:30076240,Fish responses to experimental fragmentation of seagrass habitat,Journal Article,"Macreadie, Peter I.;Hindell, Jeremy S.;Jenkins, Gregory P.;Connolly, Rod M.;Keough, Michael J.",Conservation biology,"050102 Ecosystem Function,060205 Marine and Estuarine Ecology (incl Marine Ichthyology),060701 Phycology (incl Marine Grasses),050102 Ecosystem Function,060205 Marine and Estuarine Ecology (incl Marine Ichthyology),060701 Phycology (incl Marine Grasses)",2009,49,42,4.842,2.681,208,1,http://dro.deakin.edu.au/view/DU:30076240,FALSE,15231739,623,17822,Conservation Biology,journal,3081,Q1,194,166,547,7444,2748,477,"5,83","44,84",United Kingdom,Blackwell Publishing Inc.,Nature and Landscape Conservation ,1
DU:30076241,Integrating edge effects into studies of habitat fragmentation: a test using meiofauna in seagrass,Journal Article,"Warry, F.Y.;Hindell, J.S.;Macreadie, P.I.;Jenkins, G.P.;Connolly, Rod M.",Oecologia,"060202 Community Ecology (excl Invasive Species Ecology),0602 Ecology",2009,28,28,3.13,1.72,197,1,http://dro.deakin.edu.au/view/DU:30076241,FALSE,14321939,1841,12925,Oecologia,journal,1695,Q1,167,249,989,15884,3120,976,"3,09","63,79",Germany,Springer Verlag,"Ecology, Evolution, Behavior and Systematics ",1
DU:30076242,"Design of 1,2-dioxines with anti-Candida activity: aromatic substituted 1,2-dioxines",Journal Article,"Macreadie, Ian G.;Avery, Thomas D.;Robinson, Tony V.;Macreadie, Peter;Barraclough, Miles;Taylor, Dennis K.;Tiekink, Edward R.T.",Tetrahedron,030503 Organic Chemical Synthesis,2008,8,NA,2.651,0.907,166,1,http://dro.deakin.edu.au/view/DU:30076242,FALSE,00404020,5843,26512,Tetrahedron,journal,800,Q2,206,868,3252,42614,7560,3204,"2,34","49,09",United Kingdom,Elsevier Ltd.,Biochemistry ,2
DU:30076242,"Design of 1,2-dioxines with anti-Candida activity: aromatic substituted 1,2-dioxines",Journal Article,"Macreadie, Ian G.;Avery, Thomas D.;Robinson, Tony V.;Macreadie, Peter;Barraclough, Miles;Taylor, Dennis K.;Tiekink, Edward R.T.",Tetrahedron,030503 Organic Chemical Synthesis,2008,8,NA,2.651,0.907,166,1,http://dro.deakin.edu.au/view/DU:30076242,FALSE,00404020,5843,26512,Tetrahedron,journal,800,Q2,206,868,3252,42614,7560,3204,"2,34","49,09",United Kingdom,Elsevier Ltd.,Drug Discovery ,2
DU:30076242,"Design of 1,2-dioxines with anti-Candida activity: aromatic substituted 1,2-dioxines",Journal Article,"Macreadie, Ian G.;Avery, Thomas D.;Robinson, Tony V.;Macreadie, Peter;Barraclough, Miles;Taylor, Dennis K.;Tiekink, Edward R.T.",Tetrahedron,030503 Organic Chemical Synthesis,2008,8,NA,2.651,0.907,166,1,http://dro.deakin.edu.au/view/DU:30076242,FALSE,00404020,5843,26512,Tetrahedron,journal,800,Q2,206,868,3252,42614,7560,3204,"2,34","49,09",United Kingdom,Elsevier Ltd.,Organic Chemistry ,2
DU:30076243,Alzheimer's Abeta fused to green fluorescent protein induces growth stress and a heat shock response,Journal Article,"Caine, Jo;Sankovich, Sonia;Antony, Helma;Waddington, Lynne;Macreadie, Peter;Varghese, Jose;Macreadie, Ian",FEMS yeast research,110106 Medical Biochemistry: Proteins and Peptides (incl Medical Proteomics),2007,42,42,3.299,1.146,179,0,http://dro.deakin.edu.au/view/DU:30076243,FALSE,15671356,2902,19710,FEMS Yeast Research,journal,1308,Q1,76,77,360,4302,1043,341,"2,62","55,87",United Kingdom,Oxford University Press,Applied Microbiology and Biotechnology ,1
DU:30076243,Alzheimer's Abeta fused to green fluorescent protein induces growth stress and a heat shock response,Journal Article,"Caine, Jo;Sankovich, Sonia;Antony, Helma;Waddington, Lynne;Macreadie, Peter;Varghese, Jose;Macreadie, Ian",FEMS yeast research,110106 Medical Biochemistry: Proteins and Peptides (incl Medical Proteomics),2007,42,42,3.299,1.146,179,0,http://dro.deakin.edu.au/view/DU:30076243,FALSE,15671356,2902,19710,FEMS Yeast Research,journal,1308,Q1,76,77,360,4302,1043,341,"2,62","55,87",United Kingdom,Oxford University Press,Medicine (miscellaneous) ,1
DU:30076243,Alzheimer's Abeta fused to green fluorescent protein induces growth stress and a heat shock response,Journal Article,"Caine, Jo;Sankovich, Sonia;Antony, Helma;Waddington, Lynne;Macreadie, Peter;Varghese, Jose;Macreadie, Ian",FEMS yeast research,110106 Medical Biochemistry: Proteins and Peptides (incl Medical Proteomics),2007,42,42,3.299,1.146,179,0,http://dro.deakin.edu.au/view/DU:30076243,FALSE,15671356,2902,19710,FEMS Yeast Research,journal,1308,Q1,76,77,360,4302,1043,341,"2,62","55,87",United Kingdom,Oxford University Press,Microbiology ,2
DU:30076244,Design of endoperoxides with anti-Candida activity,Journal Article,"Avery, Thomas D.;Macreadie, Peter I.;Greatrex, Ben W.;Robinson, Tony V.;Taylor, Dennis K.;Macreadie, Ian G.",Bioorganic & medicinal chemistry,030503 Organic Chemical Synthesis,2007,9,8,2.93,0.978,154,0,http://dro.deakin.edu.au/view/DU:30076244,FALSE,09680896,5255,25786,Bioorganic and Medicinal Chemistry,journal,871,Q1,136,711,2143,27762,6190,2097,"2,90","39,05",United Kingdom,Elsevier Ltd.,Pharmaceutical Science ,1
DU:30076244,Design of endoperoxides with anti-Candida activity,Journal Article,"Avery, Thomas D.;Macreadie, Peter I.;Greatrex, Ben W.;Robinson, Tony V.;Taylor, Dennis K.;Macreadie, Ian G.",Bioorganic & medicinal chemistry,030503 Organic Chemical Synthesis,2007,9,8,2.93,0.978,154,0,http://dro.deakin.edu.au/view/DU:30076244,FALSE,09680896,5255,25786,Bioorganic and Medicinal Chemistry,journal,871,Q1,136,711,2143,27762,6190,2097,"2,90","39,05",United Kingdom,Elsevier Ltd.,Biochemistry ,2
DU:30076244,Design of endoperoxides with anti-Candida activity,Journal Article,"Avery, Thomas D.;Macreadie, Peter I.;Greatrex, Ben W.;Robinson, Tony V.;Taylor, Dennis K.;Macreadie, Ian G.",Bioorganic & medicinal chemistry,030503 Organic Chemical Synthesis,2007,9,8,2.93,0.978,154,0,http://dro.deakin.edu.au/view/DU:30076244,FALSE,09680896,5255,25786,Bioorganic and Medicinal Chemistry,journal,871,Q1,136,711,2143,27762,6190,2097,"2,90","39,05",United Kingdom,Elsevier Ltd.,Clinical Biochemistry ,2
DU:30076244,Design of endoperoxides with anti-Candida activity,Journal Article,"Avery, Thomas D.;Macreadie, Peter I.;Greatrex, Ben W.;Robinson, Tony V.;Taylor, Dennis K.;Macreadie, Ian G.",Bioorganic & medicinal chemistry,030503 Organic Chemical Synthesis,2007,9,8,2.93,0.978,154,0,http://dro.deakin.edu.au/view/DU:30076244,FALSE,09680896,5255,25786,Bioorganic and Medicinal Chemistry,journal,871,Q1,136,711,2143,27762,6190,2097,"2,90","39,05",United Kingdom,Elsevier Ltd.,Drug Discovery ,2
DU:30076244,Design of endoperoxides with anti-Candida activity,Journal Article,"Avery, Thomas D.;Macreadie, Peter I.;Greatrex, Ben W.;Robinson, Tony V.;Taylor, Dennis K.;Macreadie, Ian G.",Bioorganic & medicinal chemistry,030503 Organic Chemical Synthesis,2007,9,8,2.93,0.978,154,0,http://dro.deakin.edu.au/view/DU:30076244,FALSE,09680896,5255,25786,Bioorganic and Medicinal Chemistry,journal,871,Q1,136,711,2143,27762,6190,2097,"2,90","39,05",United Kingdom,Elsevier Ltd.,Organic Chemistry ,2
DU:30076244,Design of endoperoxides with anti-Candida activity,Journal Article,"Avery, Thomas D.;Macreadie, Peter I.;Greatrex, Ben W.;Robinson, Tony V.;Taylor, Dennis K.;Macreadie, Ian G.",Bioorganic & medicinal chemistry,030503 Organic Chemical Synthesis,2007,9,8,2.93,0.978,154,0,http://dro.deakin.edu.au/view/DU:30076244,FALSE,09680896,5255,25786,Bioorganic and Medicinal Chemistry,journal,871,Q1,136,711,2143,27762,6190,2097,"2,90","39,05",United Kingdom,Elsevier Ltd.,Molecular Biology ,3
DU:30076244,Design of endoperoxides with anti-Candida activity,Journal Article,"Avery, Thomas D.;Macreadie, Peter I.;Greatrex, Ben W.;Robinson, Tony V.;Taylor, Dennis K.;Macreadie, Ian G.",Bioorganic & medicinal chemistry,030503 Organic Chemical Synthesis,2007,9,8,2.93,0.978,154,0,http://dro.deakin.edu.au/view/DU:30076244,FALSE,09680896,5255,25786,Bioorganic and Medicinal Chemistry,journal,871,Q1,136,711,2143,27762,6190,2097,"2,90","39,05",United Kingdom,Elsevier Ltd.,Molecular Medicine ,3
